mechanism_name,strategy_name,first_strategy_name,second_strategy_name,domain_name,year,n_outcomes,opposition,time_limit,n_rounds,f0,f1,reserved0,reserved1,reserved,resrank0,resrank1,resrank,strategy_params,second_strategy_params,perm_indx,max_pareto_welfare,utility_ranges,rank_ranges,ordinal_opposition,time,run_time,failed,succeeded,noffers0,noffers1,noffers,nreceived0,nreceived1,nreceived,nseen,pareto_dist,nash_dist,kalai_dist,modified_kalai_dist,max_welfare,ordinal_pareto_dist,ordinal_nash_dist,ordinal_kalai_dist,ordinal_modified_kalai_dist,ordinal_max_welfare,pareto_optimality,nash_optimality,kalai_optimality,modified_kalai_optimality,max_welfare_optimality,ordinal_pareto_optimality,ordinal_nash_optimality,ordinal_kalai_optimality,ordinal_modified_kalai_optimality,ordinal_max_welfare_optimality,steps,full_time,agreement_utils,agreement_ranks,welfare,welfare_rank,agreement,run_id,failed_after_init,trial
TAU0,Yushu,Yushu,Yushu,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,2.9723864,0.06720763,False,True,42,42,"[42, 42]",42,42,"[42, 42]",83,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,42.0,2.9751728,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",-7346805022186026396,False,0
AOt,AgentK-IAMhaggler,AgentK,IAMhaggler,EnglandZimbabwe,2010,576,0.2681894,180.0,,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,1821.8514,1821.681,False,True,30,4,"[30, 4]",4,30,"[4, 30]",34,0.0,0.29519853,0.21072657,0.21072657,1.5221182,0.0,0.3008636,0.2463382,0.2463382,1.6788194,1.0,0.7912631,0.8509938,0.8509938,0.9279687,1.0,0.78688735,0.82550967,0.82550967,0.8995349,51898.0,182.49783,"(0.6209492447018587, 0.9011689462292136)","(0.6892361111111112, 0.9895833333333334)",1.5221182,1.6788194,"('$50 Billion', 'No reduction', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",9125846736663187835,False,0
TAU0,IAMhaggler-Nozomi,IAMhaggler,Nozomi,ItexvsCypress,2010,180,0.39556846,,181,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,0.05662734,0.040526886,False,True,33,33,"[33, 33]",33,33,"[33, 33]",65,0.0,0.0,0.0,0.0,1.4486197,0.0,0.0,0.0,0.0,1.7111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,0.058137823,"(0.771555357672274, 0.6770643082030197)","(0.8222222222222222, 0.8888888888888888)",1.4486197,1.7111111,"('$3.47', '45 days', '30 days after delivery', '5% spoilage allowed')",4640217624132674667,False,0
AOt,Yushu-IAMhaggler,Yushu,IAMhaggler,EnglandZimbabwe,2010,576,0.2681894,180.0,,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,1823.2026,1823.0225,False,True,71,4,"[71, 4]",4,71,"[4, 71]",74,0.0,0.20735353,0.12288244,0.12288244,1.5568148,0.0,0.17780524,0.12078144,0.12078144,1.7847222,1.0,0.8533789,0.913109,0.913109,0.94912165,1.0,0.8740541,0.9144461,0.9144461,0.9562791,8041.0,182.37462,"(0.6979422242066893, 0.8588725280862297)","(0.8142361111111112, 0.9704861111111112)",1.5568148,1.7847222,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of fund')",8150474995189830967,False,0
AOt,Yushu-IAMhaggler,Yushu,IAMhaggler,Travel,2010,188160,0.27286538,180.0,,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,736.2797,736.0854,False,True,26,15,"[26, 15]",15,26,"[15, 26]",40,0.03604582,0.12241972,0.12241972,0.12241972,1.5714638,0.014125837,0.053299323,0.053299323,0.053299323,1.9165391,0.97451174,0.9134362,0.9134362,0.9134362,0.9686313,0.99001145,0.9623114,0.9623114,0.9623114,0.9756425,38.0,74.531265,"(0.8987696575044692, 0.6726941234054403)","(0.9982142857142857, 0.9183248299319728)",1.5714638,1.9165391,"('Hospitality', 'Nightlife and entertainment', 'International cuisine', 'Small boutiques', 'Museum', 'Bike tours', 'Monuments')",-3933167427186496537,False,0
AOt,IAMhaggler-Nozomi,IAMhaggler,Nozomi,ItexvsCypress,2010,180,0.39556846,180.0,,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,1842.1898,1841.9973,False,False,16,5,"[16, 5]",5,16,"[5, 16]",21,0.8965559,1.0787374,1.0787374,1.0787374,-0.07420504,0.9978372,1.2108562,1.2108562,1.2108562,0.0,0.36603925,0.23721746,0.23721746,0.23721746,0.0,0.2904808,0.13901207,0.13901207,0.13901207,0.0,50380.0,184.39522,"(-0.035556325341615694, -0.03864871609160702)","(0.0, 0.0)",-0.07420504,0.0,,-4807848122448740103,False,0
TAU0,Nozomi,Nozomi,Nozomi,ItexvsCypress,2010,180,0.39556846,,181,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,0.09020121,0.07310215,False,True,33,33,"[33, 33]",33,33,"[33, 33]",65,0.0,0.0,0.0,0.0,1.4486197,0.0,0.0,0.0,0.0,1.7111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,0.092039436,"(0.771555357672274, 0.6770643082030197)","(0.8222222222222222, 0.8888888888888888)",1.4486197,1.7111111,"('$3.47', '45 days', '30 days after delivery', '5% spoilage allowed')",-338236790775870634,False,0
AOr,Nozomi-Yushu,Nozomi,Yushu,ItexvsCypress,2010,180,0.39556846,,181,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,4.230046,4.213002,False,True,10,27,"[10, 27]",27,10,"[27, 10]",37,0.0,0.08370012,0.08370012,0.08370012,1.4136631,0.0,0.10786938,0.10786938,0.10786938,1.6833333,1.0,0.9408151,0.9408151,0.9408151,0.97586906,1.0,0.9232987,0.9232987,0.9232987,0.98376626,177.0,4.232592,"(0.8106223383014776, 0.6030407900933192)","(0.8833333333333333, 0.8)",1.4136631,1.6833333,"('$3.47', '30 days', '30 days after delivery', '5% spoilage allowed')",6634256366388649804,False,0
AOt,Nozomi-AgentK,Nozomi,AgentK,Travel,2010,188160,0.27286538,180.0,,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,1515.6422,1515.4666,False,True,316,2649,"[316, 2649]",2649,316,"[2649, 316]",2965,0.041389037,0.041389037,0.041389037,0.041389037,1.5670506,0.008787968,0.008787968,0.008787968,0.008787968,1.9521418,0.9707335,0.9707335,0.9707335,0.9707335,0.9659111,0.9937859,0.9937859,0.9937859,0.9937859,0.99376655,30832.0,152.70483,"(0.7995446016665234, 0.7675059330820782)","(0.9858312074829932, 0.9663105867346938)",1.5670506,1.9521418,"('Hospitality', 'Nightlife and entertainment', 'International cuisine', 'Markets', 'Cinema', 'Outdoor activities', 'Monuments')",-498770464077856737,False,0
AOr,IAMhaggler-AgentK,IAMhaggler,AgentK,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,184.09299,184.07414,False,False,1,47,"[1, 47]",47,1,"[47, 1]",48,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,54.0,185.05301,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,7721880576066714823,False,0
AOr,IAMhaggler-Yushu,IAMhaggler,Yushu,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,183.88223,183.86374,False,False,1,2,"[1, 2]",2,1,"[2, 1]",3,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,74.0,184.74577,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,7097972481156391271,False,0
TAU0,IAMhaggler-AgentK,IAMhaggler,AgentK,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,0.13706636,0.119801454,False,True,42,42,"[42, 42]",42,42,"[42, 42]",83,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,42.0,0.1413181,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",4617703651220713401,False,0
AOt,Nozomi-IAMhaggler,Nozomi,IAMhaggler,Travel,2010,188160,0.27286538,180.0,,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,720.20844,720.01685,False,True,8,16,"[8, 16]",16,8,"[16, 8]",23,0.0,0.1706357,0.1706357,0.1706357,1.5943248,0.0,0.07255633,0.07255633,0.07255633,1.8988945,1.0,0.8793423,0.8793423,0.8793423,0.9827226,1.0,0.9486945,0.9486945,0.9486945,0.96666026,37.0,72.972015,"(0.9469638142100878, 0.6473610046140061)","(0.999766156462585, 0.8991284013605442)",1.5943248,1.8988945,"('Hospitality', 'Nightlife and entertainment', 'Local cuisine', 'Markets', 'Theater', 'Bike tours', 'Monuments')",201096644177095523,False,0
AOr,Nozomi,Nozomi,Nozomi,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,183.94438,183.9233,False,False,3,4,"[3, 4]",4,3,"[4, 3]",7,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,161441.0,185.6344,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,-6428905180454215169,False,0
TAU0,Nozomi-IAMhaggler,Nozomi,IAMhaggler,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,0.13471243,0.11710755,False,True,42,42,"[42, 42]",42,42,"[42, 42]",83,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,42.0,0.13885875,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",-2859168803417060093,False,0
TAU0,Yushu-Nozomi,Yushu,Nozomi,ItexvsCypress,2010,180,0.39556846,,181,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,0.07988919,0.06214349,False,True,33,33,"[33, 33]",33,33,"[33, 33]",65,0.0,0.0,0.0,0.0,1.4486197,0.0,0.0,0.0,0.0,1.7111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,0.08226211,"(0.771555357672274, 0.6770643082030197)","(0.8222222222222222, 0.8888888888888888)",1.4486197,1.7111111,"('$3.47', '45 days', '30 days after delivery', '5% spoilage allowed')",-8506560373244826489,False,0
TAU0,IAMhaggler-Yushu,IAMhaggler,Yushu,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,0.08762278,0.07053907,False,True,42,42,"[42, 42]",42,42,"[42, 42]",83,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,42.0,0.09004313,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",-239453532637674414,False,0
AOr,Yushu-AgentK,Yushu,AgentK,ItexvsCypress,2010,180,0.39556846,,181,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,5.3792768,5.358863,False,True,26,20,"[26, 20]",20,26,"[20, 26]",45,0.030507127,0.15139726,0.15139726,0.15139726,1.3649796,0.03928371,0.19132417,0.19132417,0.19132417,1.6222222,0.9784282,0.89294595,0.89294595,0.89294595,0.94226223,0.97206706,0.8639576,0.8639576,0.8639576,0.9480519,149.0,5.384288,"(0.8282830120230884, 0.5366965625623099)","(0.9055555555555556, 0.7166666666666667)",1.3649796,1.6222222,"('$3.47', '45 days', 'Upon delivery', '5% spoilage allowed')",1986053320592243,False,0
TAU0,IAMhaggler-Nozomi,IAMhaggler,Nozomi,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,0.11002336,0.0747756,False,True,42,42,"[42, 42]",42,42,"[42, 42]",83,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,42.0,0.113553,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",7979834853847104677,False,0
AOr,Yushu-AgentK,Yushu,AgentK,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,7.8772774,7.8591857,False,True,40,37,"[40, 37]",37,40,"[37, 40]",69,0.0,0.0,0.084472306,0.084472306,1.6402689,0.0,0.0,0.060265817,0.060265817,1.8663194,1.0,1.0,0.94026905,0.94026905,1.0,1.0,1.0,0.9573115,0.9573115,1.0,531.0,7.8854547,"(0.8802274744800717, 0.7600414743154431)","(0.9739583333333334, 0.8923611111111112)",1.6402689,1.8663194,"('$10 billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",4874015231033170223,False,0
AOt,IAMhaggler-Yushu,IAMhaggler,Yushu,EnglandZimbabwe,2010,576,0.2681894,180.0,,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,1837.7623,1837.5952,False,True,8,53,"[8, 53]",53,8,"[53, 8]",60,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,7652.0,183.81871,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",-5173768814552885356,False,0
AOr,IAMhaggler-AgentK,IAMhaggler,AgentK,ItexvsCypress,2010,180,0.39556846,,181,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,6.0140753,5.9962845,False,False,4,5,"[4, 5]",5,4,"[5, 4]",9,0.8965559,1.0787374,1.0787374,1.0787374,-0.07420504,0.9978372,1.2108562,1.2108562,1.2108562,0.0,0.36603925,0.23721746,0.23721746,0.23721746,0.0,0.2904808,0.13901207,0.13901207,0.13901207,0.0,181.0,6.0173726,"(-0.035556325341615694, -0.03864871609160702)","(0.0, 0.0)",-0.07420504,0.0,,-6877255978299570307,False,0
TAU0,IAMhaggler-AgentK,IAMhaggler,AgentK,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,76.99586,76.97922,False,True,5389,5389,"[5389, 5389]",5389,5389,"[5389, 5389]",10777,0.0,0.0,0.0,0.0,1.6187286,0.0,0.0,0.0,0.0,1.9643867,1.0,1.0,1.0,1.0,0.9977648,1.0,1.0,1.0,1.0,1.0,5389.0,78.116005,"(0.8391266315785179, 0.7796020142559059)","(0.993016581632653, 0.9713701105442177)",1.6187286,1.9643867,"('Hospitality', 'Nightlife and entertainment', 'International cuisine', 'Markets', 'Cinema', 'Bike tours', 'Monuments')",-8546156193204185899,False,0
TAU0,AgentK-Yushu,AgentK,Yushu,ItexvsCypress,2010,180,0.39556846,,181,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,0.08824051,0.07114489,False,True,33,33,"[33, 33]",33,33,"[33, 33]",65,0.0,0.0,0.0,0.0,1.4486197,0.0,0.0,0.0,0.0,1.7111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,0.090487,"(0.771555357672274, 0.6770643082030197)","(0.8222222222222222, 0.8888888888888888)",1.4486197,1.7111111,"('$3.47', '45 days', '30 days after delivery', '5% spoilage allowed')",-6509489655251414450,False,0
TAU0,IAMhaggler-Yushu,IAMhaggler,Yushu,ItexvsCypress,2010,180,0.39556846,,181,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,0.2103252,0.05432247,False,True,33,33,"[33, 33]",33,33,"[33, 33]",65,0.0,0.0,0.0,0.0,1.4486197,0.0,0.0,0.0,0.0,1.7111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,0.21266562,"(0.771555357672274, 0.6770643082030197)","(0.8222222222222222, 0.8888888888888888)",1.4486197,1.7111111,"('$3.47', '45 days', '30 days after delivery', '5% spoilage allowed')",-5413903676579603672,False,0
AOr,AgentK-Yushu,AgentK,Yushu,ItexvsCypress,2010,180,0.39556846,,181,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,7.9188857,7.900216,False,True,27,14,"[27, 14]",14,27,"[14, 27]",40,0.0,0.12517759,0.12517759,0.12517759,1.376178,0.0,0.18542577,0.18542577,0.18542577,1.5555556,1.0,0.9114861,0.9114861,0.9114861,0.94999266,1.0,0.86815166,0.86815166,0.86815166,0.90909094,151.0,7.9208655,"(0.6545709013037053, 0.7216071622439825)","(0.6388888888888888, 0.9166666666666666)",1.376178,1.5555556,"('$3.71', '45 days', '30 days after delivery', '5% spoilage allowed')",-5048387073211068412,False,0
AOr,Nozomi-AgentK,Nozomi,AgentK,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,7.605368,7.58886,False,True,6,32,"[6, 32]",32,6,"[32, 6]",37,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,508.0,7.613072,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",-885287916954677038,False,0
AOt,Yushu-AgentK,Yushu,AgentK,EnglandZimbabwe,2010,576,0.2681894,180.0,,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,1582.3387,1582.0637,False,True,19,76,"[19, 76]",76,19,"[76, 19]",94,0.0,0.07172991,0.15047194,0.15047194,1.6141111,0.0,0.087652124,0.13908407,0.13908407,1.7916666,1.0,0.9492793,0.8936003,0.8936003,0.98405266,1.0,0.9379128,0.9014817,0.9014817,0.96,6666.0,158.26952,"(0.916153937915194, 0.6979570959807624)","(0.9861111111111112, 0.8055555555555556)",1.6141111,1.7916666,"('$10 billion', 'Reduction equal to fund size', 'No agreement', 'England will increase imports', 'Creation of committee to discuss creation of fund')",-736459032958995616,False,0
